,Archivo,Palabra
0,50341-8.txt,cantos
1,50341-8.txt,vida
2,50341-8.txt,esperanza
3,50341-8.txt,cisnes
4,50341-8.txt,poemas
5,50341-8.txt,imagen
6,50341-8.txt,cantos
7,50341-8.txt,vida
8,50341-8.txt,esperanza
9,50341-8.txt,cisnes
10,50341-8.txt,poemas
11,50341-8.txt,ruben
12,50341-8.txt,dario
13,50341-8.txt,ilustraciones
14,50341-8.txt,enrique
15,50341-8.txt,ochoa
16,50341-8.txt,volumen
17,50341-8.txt,vii
18,50341-8.txt,obras
19,50341-8.txt,completas
20,50341-8.txt,administracion
21,50341-8.txt,editorial
22,50341-8.txt,mundo
23,50341-8.txt,latino
24,50341-8.txt,madrid
25,50341-8.txt,imagen
26,50341-8.txt,propiedad
27,50341-8.txt,imp
28,50341-8.txt,ramona
29,50341-8.txt,velasco
30,50341-8.txt,viuda
31,50341-8.txt,p
32,50341-8.txt,perez
33,50341-8.txt,libertad
34,50341-8.txt,nicaragua
35,50341-8.txt,republica
36,50341-8.txt,argentina
37,50341-8.txt,r
38,50341-8.txt,d
39,50341-8.txt,prefacio
40,50341-8.txt,imagen
41,50341-8.txt,podria
42,50341-8.txt,repetir
43,50341-8.txt,aqui
44,50341-8.txt,mas
45,50341-8.txt,concepto
46,50341-8.txt,palabras
47,50341-8.txt,liminares
48,50341-8.txt,prosas
49,50341-8.txt,profanas
50,50341-8.txt,respeto
51,50341-8.txt,aristocracia
52,50341-8.txt,pensamiento
53,50341-8.txt,nobleza
54,50341-8.txt,arte
55,50341-8.txt,siempre
56,50341-8.txt,mismo
57,50341-8.txt,antiguo
58,50341-8.txt,aborrecimiento
59,50341-8.txt,mediocridad
60,50341-8.txt,mulatez
61,50341-8.txt,intelectual
62,50341-8.txt,chatura
63,50341-8.txt,estetica
64,50341-8.txt,apenas
65,50341-8.txt,si
66,50341-8.txt,aminora
67,50341-8.txt,hoy
68,50341-8.txt,razonada
69,50341-8.txt,indiferencia
70,50341-8.txt,movimiento
71,50341-8.txt,libertad
72,50341-8.txt,toco
73,50341-8.txt,iniciar
74,50341-8.txt,america
75,50341-8.txt,propago
76,50341-8.txt,espana
77,50341-8.txt,aqui
78,50341-8.txt,alla
79,50341-8.txt,triunfo
80,50341-8.txt,logrado
81,50341-8.txt,aunque
82,50341-8.txt,respecto
83,50341-8.txt,tecnica
84,50341-8.txt,demasiado
85,50341-8.txt,decir
86,50341-8.txt,pais
87,50341-8.txt,expresion
88,50341-8.txt,poetica
89,50341-8.txt,anquilosada
90,50341-8.txt,punto
91,50341-8.txt,momificacion
92,50341-8.txt,ritmo
93,50341-8.txt,llegado
94,50341-8.txt,ser
95,50341-8.txt,articulo
96,50341-8.txt,fe
97,50341-8.txt,hare
98,50341-8.txt,sino
99,50341-8.txt,corta
100,50341-8.txt,advertencia
101,50341-8.txt,paises
102,50341-8.txt,cultos
103,50341-8.txt,europa
104,50341-8.txt,usado
105,50341-8.txt,exametro
106,50341-8.txt,absolutamente
107,50341-8.txt,clasico
108,50341-8.txt,mayoria
109,50341-8.txt,letrada
110,50341-8.txt,minoria
111,50341-8.txt,leida
112,50341-8.txt,asustasen
113,50341-8.txt,semejante
114,50341-8.txt,manera
115,50341-8.txt,cantar
116,50341-8.txt,italia
117,50341-8.txt,tiempo
118,50341-8.txt,citar
119,50341-8.txt,antiguos
120,50341-8.txt,carducci
121,50341-8.txt,autorizado
122,50341-8.txt,exametros
123,50341-8.txt,ingles
124,50341-8.txt,atreveria
125,50341-8.txt,casi
126,50341-8.txt,indicar
127,50341-8.txt,respeto
128,50341-8.txt,cultura
129,50341-8.txt,lectores
130,50341-8.txt,evangelina
131,50341-8.txt,longfellow
132,50341-8.txt,mismos
133,50341-8.txt,versos
134,50341-8.txt,horacio
135,50341-8.txt,dijo
136,50341-8.txt,mejores
137,50341-8.txt,pensares
138,50341-8.txt,cuanto
139,50341-8.txt,verso
140,50341-8.txt,libre
141,50341-8.txt,moderno
142,50341-8.txt,verdaderamente
143,50341-8.txt,singular
144,50341-8.txt,tierra
145,50341-8.txt,quevedos
146,50341-8.txt,gongoras
147,50341-8.txt,unicos
148,50341-8.txt,innovadores
149,50341-8.txt,instrumento
150,50341-8.txt,lirico
151,50341-8.txt,unicos
152,50341-8.txt,libertadores
153,50341-8.txt,ritmo
154,50341-8.txt,sido
155,50341-8.txt,poetas
156,50341-8.txt,madrid
157,50341-8.txt,comico
158,50341-8.txt,libretistas
159,50341-8.txt,genero
160,50341-8.txt,chico
161,50341-8.txt,hago
162,50341-8.txt,advertencia
163,50341-8.txt,forma
164,50341-8.txt,primeramente
165,50341-8.txt,toca
166,50341-8.txt,muchedumbres
167,50341-8.txt,poeta
168,50341-8.txt,muchedumbres
169,50341-8.txt,indefectiblemente
170,50341-8.txt,ir
171,50341-8.txt,dije
172,50341-8.txt,poesia
173,50341-8.txt,mia
174,50341-8.txt,sostuve
175,50341-8.txt,primera
176,50341-8.txt,condicion
177,50341-8.txt,existir
178,50341-8.txt,pretension
179,50341-8.txt,ninguna
180,50341-8.txt,causar
181,50341-8.txt,sectarismo
182,50341-8.txt,mente
183,50341-8.txt,voluntad
184,50341-8.txt,ajena
185,50341-8.txt,intenso
186,50341-8.txt,amor
187,50341-8.txt,absoluto
188,50341-8.txt,belleza
189,50341-8.txt,seguir
190,50341-8.txt,vida
191,50341-8.txt,dios
192,50341-8.txt,concedido
193,50341-8.txt,tener
194,50341-8.txt,buscado
195,50341-8.txt,expresarme
196,50341-8.txt,mas
197,50341-8.txt,noble
198,50341-8.txt,altamente
199,50341-8.txt,comprension
200,50341-8.txt,voy
201,50341-8.txt,diciendo
202,50341-8.txt,verso
203,50341-8.txt,modestia
204,50341-8.txt,tan
205,50341-8.txt,orgullosa
206,50341-8.txt,solamente
207,50341-8.txt,espigas
208,50341-8.txt,comprenden
209,50341-8.txt,cultivo
210,50341-8.txt,flores
211,50341-8.txt,rosa
212,50341-8.txt,rosada
213,50341-8.txt,concrecion
214,50341-8.txt,alba
215,50341-8.txt,capullo
216,50341-8.txt,porvenir
217,50341-8.txt,bullicio
218,50341-8.txt,literatura
219,50341-8.txt,si
220,50341-8.txt,cantos
221,50341-8.txt,politica
222,50341-8.txt,aparece
223,50341-8.txt,universal
224,50341-8.txt,si
225,50341-8.txt,encontrais
226,50341-8.txt,versos
227,50341-8.txt,presidente
228,50341-8.txt,clamor
229,50341-8.txt,continental
230,50341-8.txt,manana
231,50341-8.txt,podremos
232,50341-8.txt,ser
233,50341-8.txt,yanquis
234,50341-8.txt,mas
235,50341-8.txt,probable
236,50341-8.txt,todas
237,50341-8.txt,maneras
238,50341-8.txt,protesta
239,50341-8.txt,queda
240,50341-8.txt,escrita
241,50341-8.txt,alas
242,50341-8.txt,inmaculados
243,50341-8.txt,cisnes
244,50341-8.txt,tan
245,50341-8.txt,ilustres
246,50341-8.txt,jupiter
247,50341-8.txt,right
248,50341-8.txt,r
249,50341-8.txt,d
250,50341-8.txt,cantos
251,50341-8.txt,vida
252,50341-8.txt,esperanza
253,50341-8.txt,j
254,50341-8.txt,enrique
255,50341-8.txt,rodo
256,50341-8.txt,imagen
257,50341-8.txt,alma
258,50341-8.txt,entra
259,50341-8.txt,alli
260,50341-8.txt,debe
261,50341-8.txt,ir
262,50341-8.txt,desnuda
263,50341-8.txt,temblando
264,50341-8.txt,deseo
265,50341-8.txt,fiebre
266,50341-8.txt,santa
267,50341-8.txt,cardo
268,50341-8.txt,heridor
269,50341-8.txt,espina
270,50341-8.txt,aguda
271,50341-8.txt,asi
272,50341-8.txt,suena
273,50341-8.txt,asi
274,50341-8.txt,vibra
275,50341-8.txt,asi
276,50341-8.txt,canta
277,50341-8.txt,imagen
278,50341-8.txt,i
279,50341-8.txt,aquel
280,50341-8.txt,ayer
281,50341-8.txt,mas
282,50341-8.txt,decia
283,50341-8.txt,verso
284,50341-8.txt,azul
285,50341-8.txt,cancion
286,50341-8.txt,profana
287,50341-8.txt,cuya
288,50341-8.txt,noche
289,50341-8.txt,ruisenor
290,50341-8.txt,habia
291,50341-8.txt,alondra
292,50341-8.txt,luz
293,50341-8.txt,manana
294,50341-8.txt,dueno
295,50341-8.txt,jardin
296,50341-8.txt,sueno
297,50341-8.txt,lleno
298,50341-8.txt,rosas
299,50341-8.txt,cisnes
300,50341-8.txt,vagos
301,50341-8.txt,dueno
302,50341-8.txt,tortolas
303,50341-8.txt,dueno
304,50341-8.txt,gondolas
305,50341-8.txt,liras
306,50341-8.txt,lagos
307,50341-8.txt,siglo
308,50341-8.txt,diez
309,50341-8.txt,ocho
310,50341-8.txt,antiguo
311,50341-8.txt,moderno
312,50341-8.txt,audaz
313,50341-8.txt,cosmopolita
314,50341-8.txt,hugo
315,50341-8.txt,fuerte
316,50341-8.txt,verlaine
317,50341-8.txt,ambiguo
318,50341-8.txt,sed
319,50341-8.txt,ilusiones
320,50341-8.txt,infinita
321,50341-8.txt,supe
322,50341-8.txt,dolor
323,50341-8.txt,infancia
324,50341-8.txt,juventud
325,50341-8.txt,juventud
326,50341-8.txt,mia
327,50341-8.txt,rosas
328,50341-8.txt,aun
329,50341-8.txt,dejan
330,50341-8.txt,fragancia
331,50341-8.txt,fragancia
332,50341-8.txt,melancolia
333,50341-8.txt,potro
334,50341-8.txt,freno
335,50341-8.txt,lanzo
336,50341-8.txt,instinto
337,50341-8.txt,juventud
338,50341-8.txt,monto
339,50341-8.txt,potro
340,50341-8.txt,freno
341,50341-8.txt,iba
342,50341-8.txt,embriagada
343,50341-8.txt,punal
344,50341-8.txt,cinto
345,50341-8.txt,si
346,50341-8.txt,cayo
347,50341-8.txt,dios
348,50341-8.txt,bueno
349,50341-8.txt,jardin
350,50341-8.txt,vio
351,50341-8.txt,estatua
352,50341-8.txt,bella
353,50341-8.txt,juzgo
354,50341-8.txt,marmol
355,50341-8.txt,carne
356,50341-8.txt,viva
357,50341-8.txt,alma
358,50341-8.txt,joven
359,50341-8.txt,habitaba
360,50341-8.txt,sentimental
361,50341-8.txt,sensible
362,50341-8.txt,sensitiva
363,50341-8.txt,timida
364,50341-8.txt,mundo
365,50341-8.txt,manera
366,50341-8.txt,encerrada
367,50341-8.txt,silencio
368,50341-8.txt,salia
369,50341-8.txt,sino
370,50341-8.txt,dulce
371,50341-8.txt,primavera
372,50341-8.txt,hora
373,50341-8.txt,melodia
374,50341-8.txt,hora
375,50341-8.txt,ocaso
376,50341-8.txt,discreto
377,50341-8.txt,beso
378,50341-8.txt,hora
379,50341-8.txt,crepuscular
380,50341-8.txt,retiro
381,50341-8.txt,hora
382,50341-8.txt,madrigal
383,50341-8.txt,embeleso
384,50341-8.txt,adoro
385,50341-8.txt,ay
386,50341-8.txt,suspiro
387,50341-8.txt,entonces
388,50341-8.txt,dulzaina
389,50341-8.txt,juego
390,50341-8.txt,misteriosas
391,50341-8.txt,gamas
392,50341-8.txt,cristalinas
393,50341-8.txt,renovar
394,50341-8.txt,notas
395,50341-8.txt,pan
396,50341-8.txt,griego
397,50341-8.txt,desgranar
398,50341-8.txt,musicas
399,50341-8.txt,latinas
400,50341-8.txt,aire
401,50341-8.txt,tal
402,50341-8.txt,ardor
403,50341-8.txt,tan
404,50341-8.txt,vivo
405,50341-8.txt,estatua
406,50341-8.txt,nacian
407,50341-8.txt,repente
408,50341-8.txt,muslo
409,50341-8.txt,viril
410,50341-8.txt,patas
411,50341-8.txt,chivo
412,50341-8.txt,dos
413,50341-8.txt,cuernos
414,50341-8.txt,satiro
415,50341-8.txt,frente
416,50341-8.txt,galatea
417,50341-8.txt,gongorina
418,50341-8.txt,encanto
419,50341-8.txt,marquesa
420,50341-8.txt,verleniana
421,50341-8.txt,asi
422,50341-8.txt,juntaba
423,50341-8.txt,pasion
424,50341-8.txt,divina
425,50341-8.txt,sensual
426,50341-8.txt,hiperestesia
427,50341-8.txt,humana
428,50341-8.txt,ansia
429,50341-8.txt,ardor
430,50341-8.txt,sensacion
431,50341-8.txt,pura
432,50341-8.txt,vigor
433,50341-8.txt,natural
434,50341-8.txt,falsia
435,50341-8.txt,comedia
436,50341-8.txt,literatura
437,50341-8.txt,si
438,50341-8.txt,alma
439,50341-8.txt,sincera
440,50341-8.txt,mia
