,Archivo,Palabra
0,18783-8.txt,diario
1,18783-8.txt,viage
2,18783-8.txt,rio
3,18783-8.txt,bermejo
4,18783-8.txt,fray
5,18783-8.txt,francisco
6,18783-8.txt,morillo
7,18783-8.txt,orden
8,18783-8.txt,san
9,18783-8.txt,francisco
10,18783-8.txt,primera
11,18783-8.txt,edicion
12,18783-8.txt,buenosaires
13,18783-8.txt,imprenta
14,18783-8.txt,proemio
15,18783-8.txt,diario
16,18783-8.txt,p
17,18783-8.txt,morillo
18,18783-8.txt,nunca
19,18783-8.txt,penso
20,18783-8.txt,hacer
21,18783-8.txt,poder
22,18783-8.txt,colosal
23,18783-8.txt,espana
24,18783-8.txt,larga
25,18783-8.txt,dominacion
26,18783-8.txt,nuevo
27,18783-8.txt,mundo
28,18783-8.txt,egecuto
29,18783-8.txt,pobre
30,18783-8.txt,religioso
31,18783-8.txt,fragil
32,18783-8.txt,canoa
33,18783-8.txt,lanzo
34,18783-8.txt,enjambre
35,18783-8.txt,barbaros
36,18783-8.txt,senda
37,18783-8.txt,desconocida
38,18783-8.txt,destinado
39,18783-8.txt,egercer
40,18783-8.txt,funciones
41,18783-8.txt,capellan
42,18783-8.txt,expedicion
43,18783-8.txt,proyectada
44,18783-8.txt,reconocer
45,18783-8.txt,posibilidad
46,18783-8.txt,navegar
47,18783-8.txt,bermejo
48,18783-8.txt,p
49,18783-8.txt,morillo
50,18783-8.txt,cuja
51,18783-8.txt,relacion
52,18783-8.txt,publicamos
53,18783-8.txt,ahora
54,18783-8.txt,cargo
55,18783-8.txt,responsabilidad
56,18783-8.txt,usurpo
57,18783-8.txt,gloria
58,18783-8.txt,empresa
59,18783-8.txt,empenarnos
60,18783-8.txt,justificar
61,18783-8.txt,arbitrios
62,18783-8.txt,valio
63,18783-8.txt,realizarla
64,18783-8.txt,corresponde
65,18783-8.txt,exponer
66,18783-8.txt,ventajas
67,18783-8.txt,pueden
68,18783-8.txt,sacarse
69,18783-8.txt,tan
70,18783-8.txt,importante
71,18783-8.txt,descubrimiento
72,18783-8.txt,investigacion
73,18783-8.txt,conduce
74,18783-8.txt,examinar
75,18783-8.txt,opinion
76,18783-8.txt,azara
77,18783-8.txt,proyectos
78,18783-8.txt,colonizacion
79,18783-8.txt,chaco
80,18783-8.txt,declaro
81,18783-8.txt,si
82,18783-8.txt,imposibles
83,18783-8.txt,almenos
84,18783-8.txt,esteriles
85,18783-8.txt,resultadosopinion
86,18783-8.txt,falsa
87,18783-8.txt,vertida
88,18783-8.txt,momento
89,18783-8.txt,irritacion
90,18783-8.txt,gobernador
91,18783-8.txt,alos
92,18783-8.txt,obispo
93,18783-8.txt,cantillana
94,18783-8.txt,patrocinaban
95,18783-8.txt,credito
96,18783-8.txt,escritor
97,18783-8.txt,bastado
98,18783-8.txt,hacer
99,18783-8.txt,dudar
