,Archivo,Palabra
0,48670-8.txt,teatro
1,48670-8.txt,galante
2,48670-8.txt,eduardo
3,48670-8.txt,zamacois
4,48670-8.txt,teatro
5,48670-8.txt,galante
6,48670-8.txt,nochebuenael
7,48670-8.txt,pasado
8,48670-8.txt,vuelve
9,48670-8.txt,frio
10,48670-8.txt,imagen
11,48670-8.txt,disponible
12,48670-8.txt,colofon
13,48670-8.txt,madrid
14,48670-8.txt,antonio
15,48670-8.txt,garrido
16,48670-8.txt,editorgoya
17,48670-8.txt,propiedad
18,48670-8.txt,queda
19,48670-8.txt,hecho
20,48670-8.txt,deposito
21,48670-8.txt,marca
22,48670-8.txt,ley
23,48670-8.txt,imprenta
24,48670-8.txt,artistica
25,48670-8.txt,espanola
26,48670-8.txt,san
27,48670-8.txt,roque
28,48670-8.txt,madrid
29,48670-8.txt,imagen
30,48670-8.txt,disponible
31,48670-8.txt,sinfonia
32,48670-8.txt,primer
33,48670-8.txt,estreno
34,48670-8.txt,terrible
35,48670-8.txt,enfermedad
36,48670-8.txt,autores
37,48670-8.txt,noveles
38,48670-8.txt,desconocenla
39,48670-8.txt,inocencia
40,48670-8.txt,heroicay
41,48670-8.txt,llamo
42,48670-8.txt,miedo
43,48670-8.txt,estrenar
44,48670-8.txt,mantuvo
45,48670-8.txt,anos
46,48670-8.txt,alejado
47,48670-8.txt,teatro
48,48670-8.txt,asi
49,48670-8.txt,decidirme
50,48670-8.txt,tan
51,48670-8.txt,grave
52,48670-8.txt,andanza
53,48670-8.txt,preciso
54,48670-8.txt,buenos
55,48670-8.txt,amigos
56,48670-8.txt,entonces
57,48670-8.txt,formaban
58,48670-8.txt,direccion
59,48670-8.txt,teatro
60,48670-8.txt,romea
61,48670-8.txt,pidiesen
62,48670-8.txt,obra
63,48670-8.txt,asegurandome
64,48670-8.txt,veras
65,48670-8.txt,burlas
66,48670-8.txt,derrota
67,48670-8.txt,debia
68,48670-8.txt,intimidarme
69,48670-8.txt,euripides
70,48670-8.txt,rostand
71,48670-8.txt,nacio
72,48670-8.txt,mujer
73,48670-8.txt,dramaturgo
74,48670-8.txt,genial
75,48670-8.txt,modesto
76,48670-8.txt,fabricante
77,48670-8.txt,comedias
78,48670-8.txt,fracasado
79,48670-8.txt,alguna
80,48670-8.txt,vez
81,48670-8.txt,vencido
82,48670-8.txt,discretas
83,48670-8.txt,razones
84,48670-8.txt,acepte
85,48670-8.txt,compromiso
86,48670-8.txt,acepte
87,48670-8.txt,lleno
88,48670-8.txt,jubilo
89,48670-8.txt,tambien
90,48670-8.txt,miedo
91,48670-8.txt,amor
92,48670-8.txt,teatro
93,48670-8.txt,simultaneamente
94,48670-8.txt,asusta
95,48670-8.txt,atrae
96,48670-8.txt,vacilaciones
97,48670-8.txt,aquella
98,48670-8.txt,misma
99,48670-8.txt,noche
100,48670-8.txt,trace
101,48670-8.txt,plan
102,48670-8.txt,obra
103,48670-8.txt,nochebuena
104,48670-8.txt,habia
105,48670-8.txt,ser
106,48670-8.txt,dia
107,48670-8.txt,nueve
108,48670-8.txt,manana
109,48670-8.txt,sente
110,48670-8.txt,escribir
111,48670-8.txt,memorable
112,48670-8.txt,jornada
113,48670-8.txt,trabaje
114,48670-8.txt,vacilaciones
115,48670-8.txt,febrilmente
116,48670-8.txt,empujado
117,48670-8.txt,asunto
118,48670-8.txt,podia
119,48670-8.txt,detenerme
120,48670-8.txt,escenas
121,48670-8.txt,atrailladas
122,48670-8.txt,tiraban
123,48670-8.txt,vigorosamente
124,48670-8.txt,unas
125,48670-8.txt,todas
126,48670-8.txt,siquiera
127,48670-8.txt,interrumpi
128,48670-8.txt,labor
129,48670-8.txt,almorzar
130,48670-8.txt,angustia
131,48670-8.txt,frente
132,48670-8.txt,quemaba
133,48670-8.txt,mano
134,48670-8.txt,dolia
135,48670-8.txt,importa
136,48670-8.txt,adelante
137,48670-8.txt,pronto
138,48670-8.txt,hacia
139,48670-8.txt,final
140,48670-8.txt,seis
141,48670-8.txt,media
142,48670-8.txt,punto
143,48670-8.txt,tarde
144,48670-8.txt,comedia
145,48670-8.txt,escrita
146,48670-8.txt,dos
147,48670-8.txt,dias
148,48670-8.txt,despues
149,48670-8.txt,comenzaron
150,48670-8.txt,ensayos
151,48670-8.txt,mesa
152,48670-8.txt,luego
153,48670-8.txt,merced
154,48670-8.txt,diligencia
155,48670-8.txt,actores
156,48670-8.txt,obra
157,48670-8.txt,bajo
158,48670-8.txt,concha
159,48670-8.txt,ah
160,48670-8.txt,asistido
161,48670-8.txt,tantos
162,48670-8.txt,ensayos
163,48670-8.txt,creia
164,48670-8.txt,entonces
165,48670-8.txt,aventurarme
166,48670-8.txt,mundo
167,48670-8.txt,nuevo
168,48670-8.txt,emocion
169,48670-8.txt,tan
170,48670-8.txt,rara
171,48670-8.txt,tan
172,48670-8.txt,intensa
173,48670-8.txt,tan
174,48670-8.txt,exquisita
175,48670-8.txt,ver
176,48670-8.txt,oir
177,48670-8.txt,hechas
178,48670-8.txt,carne
179,48670-8.txt,voz
180,48670-8.txt,ideas
181,48670-8.txt,horas
182,48670-8.txt,senti
183,48670-8.txt,discurrir
184,48670-8.txt,cautelosamente
185,48670-8.txt,cerebro
186,48670-8.txt,abultaban
187,48670-8.txt,afirmaban
188,48670-8.txt,escenas
189,48670-8.txt,arte
190,48670-8.txt,flexible
191,48670-8.txt,comediantes
192,48670-8.txt,daba
193,48670-8.txt,relieve
194,48670-8.txt,ciertas
195,48670-8.txt,frases
196,48670-8.txt,pausas
197,48670-8.txt,adquirian
198,48670-8.txt,valor
199,48670-8.txt,precioso
200,48670-8.txt,definitivo
201,48670-8.txt,nunca
202,48670-8.txt,imaginado
203,48670-8.txt,si
204,48670-8.txt,preciso
205,48670-8.txt,haber
206,48670-8.txt,ensayadoporque
207,48670-8.txt,ensayos
208,48670-8.txt,autor
209,48670-8.txt,parece
210,48670-8.txt,hablar
211,48670-8.txt,consigo
212,48670-8.txt,mismopara
213,48670-8.txt,comprender
214,48670-8.txt,arte
215,48670-8.txt,comediante
216,48670-8.txt,arte
217,48670-8.txt,diabolico
218,48670-8.txt,veces
219,48670-8.txt,aligera
220,48670-8.txt,parecia
221,48670-8.txt,pesado
222,48670-8.txt,magnifica
223,48670-8.txt,llena
224,48670-8.txt,luz
225,48670-8.txt,papel
226,48670-8.txt,antojaba
227,48670-8.txt,menguado
228,48670-8.txt,obscuro
229,48670-8.txt,deslie
230,48670-8.txt,fin
231,48670-8.txt,toda
232,48670-8.txt,obra
233,48670-8.txt,emocion
234,48670-8.txt,nueva
235,48670-8.txt,penetrante
236,48670-8.txt,caliente
237,48670-8.txt,triunfadora
238,48670-8.txt,humanidad
239,48670-8.txt,ocurria
240,48670-8.txt,ultimos
241,48670-8.txt,dias
242,48670-8.txt,llego
243,48670-8.txt,cabo
244,48670-8.txt,noche
245,48670-8.txt,diciembre
246,48670-8.txt,fecha
247,48670-8.txt,estreno
248,48670-8.txt,periodicos
249,48670-8.txt,habian
250,48670-8.txt,propalado
251,48670-8.txt,noticia
252,48670-8.txt,aventura
253,48670-8.txt,grandes
254,48670-8.txt,carteles
255,48670-8.txt,decian
256,48670-8.txt,nombre
257,48670-8.txt,insolentes
258,48670-8.txt,letras
259,48670-8.txt,rojas
260,48670-8.txt,abrasaban
261,48670-8.txt,pupilas
262,48670-8.txt,titulo
263,48670-8.txt,comedia
264,48670-8.txt,nochebuena
