,Archivo,Palabra
0,27100-8.txt,biblioteca
1,27100-8.txt,nacion
2,27100-8.txt,octavio
3,27100-8.txt,feuillet
4,27100-8.txt,historia
5,27100-8.txt,parisiense
6,27100-8.txt,traduccion
7,27100-8.txt,d
8,27100-8.txt,v
9,27100-8.txt,m
10,27100-8.txt,buenos
11,27100-8.txt,aires
12,27100-8.txt,derechos
13,27100-8.txt,reservados
14,27100-8.txt,imp
15,27100-8.txt,nacionbuenos
16,27100-8.txt,aires
17,27100-8.txt,historia
18,27100-8.txt,parisiense
19,27100-8.txt,i
20,27100-8.txt,seria
21,27100-8.txt,excesivo
22,27100-8.txt,pretender
23,27100-8.txt,todas
24,27100-8.txt,jovenes
25,27100-8.txt,casaderas
26,27100-8.txt,angeles
27,27100-8.txt,angeles
28,27100-8.txt,jovenes
29,27100-8.txt,casaderas
30,27100-8.txt,rareza
31,27100-8.txt,parece
32,27100-8.txt,mas
33,27100-8.txt,extrano
34,27100-8.txt,quiza
35,27100-8.txt,paris
36,27100-8.txt,menos
37,27100-8.txt,raro
38,27100-8.txt,parte
39,27100-8.txt,razon
40,27100-8.txt,sencilla
41,27100-8.txt,gran
42,27100-8.txt,invernaculo
43,27100-8.txt,parisiense
44,27100-8.txt,virtudes
45,27100-8.txt,vicios
46,27100-8.txt,mismo
47,27100-8.txt,genios
48,27100-8.txt,desarrollan
49,27100-8.txt,especie
50,27100-8.txt,exuberancia
51,27100-8.txt,alcanzan
52,27100-8.txt,mas
53,27100-8.txt,alto
54,27100-8.txt,grado
55,27100-8.txt,perfeccion
56,27100-8.txt,refinamiento
57,27100-8.txt,ninguna
58,27100-8.txt,parte
59,27100-8.txt,mundo
60,27100-8.txt,aspiran
61,27100-8.txt,mas
62,27100-8.txt,acres
63,27100-8.txt,venenos
64,27100-8.txt,mas
65,27100-8.txt,suaves
66,27100-8.txt,perfumes
67,27100-8.txt,ninguna
68,27100-8.txt,parte
69,27100-8.txt,tampoco
70,27100-8.txt,mujer
71,27100-8.txt,bella
72,27100-8.txt,puede
73,27100-8.txt,serlo
74,27100-8.txt,mas
75,27100-8.txt,buena
76,27100-8.txt,puede
77,27100-8.txt,ser
78,27100-8.txt,mas
79,27100-8.txt,buena
80,27100-8.txt,sabe
81,27100-8.txt,marquesa
82,27100-8.txt,latourmesnil
83,27100-8.txt,aunque
84,27100-8.txt,habia
85,27100-8.txt,sido
86,27100-8.txt,mas
87,27100-8.txt,bellas
88,27100-8.txt,mejores
89,27100-8.txt,habia
90,27100-8.txt,sido
91,27100-8.txt,feliz
92,27100-8.txt,marido
93,27100-8.txt,mal
94,27100-8.txt,hombre
95,27100-8.txt,gustaba
96,27100-8.txt,divertirse
97,27100-8.txt,divertia
98,27100-8.txt,mujer
99,27100-8.txt,consiguiente
100,27100-8.txt,habia
101,27100-8.txt,abandonado
102,27100-8.txt,extremo
103,27100-8.txt,habia
104,27100-8.txt,llorado
105,27100-8.txt,secreto
106,27100-8.txt,apercibido
107,27100-8.txt,preocupado
108,27100-8.txt,despues
109,27100-8.txt,habia
110,27100-8.txt,muerto
111,27100-8.txt,dejando
112,27100-8.txt,marquesa
113,27100-8.txt,impresion
114,27100-8.txt,habia
115,27100-8.txt,quebrado
116,27100-8.txt,existencia
117,27100-8.txt,tenia
118,27100-8.txt,alma
119,27100-8.txt,tierna
120,27100-8.txt,modesta
121,27100-8.txt,bastante
122,27100-8.txt,buena
123,27100-8.txt,culparse
124,27100-8.txt,si
125,27100-8.txt,misma
126,27100-8.txt,insuficiencia
127,27100-8.txt,meritos
128,27100-8.txt,queriendo
129,27100-8.txt,evitar
130,27100-8.txt,hija
131,27100-8.txt,destino
132,27100-8.txt,semejante
133,27100-8.txt,puso
134,27100-8.txt,empeno
135,27100-8.txt,hacer
136,27100-8.txt,persona
137,27100-8.txt,eminentemente
138,27100-8.txt,distinguida
139,27100-8.txt,tan
140,27100-8.txt,capaz
141,27100-8.txt,puede
142,27100-8.txt,serlo
143,27100-8.txt,mujer
144,27100-8.txt,mantener
145,27100-8.txt,amor
146,27100-8.txt,matrimonio
147,27100-8.txt,clase
148,27100-8.txt,educaciones
149,27100-8.txt,exquisitas
150,27100-8.txt,paris
151,27100-8.txt,partes
152,27100-8.txt,consuelo
153,27100-8.txt,muchas
154,27100-8.txt,viudas
155,27100-8.txt,cuyos
156,27100-8.txt,maridos
157,27100-8.txt,viven
158,27100-8.txt,embargo
159,27100-8.txt,senorita
160,27100-8.txt,juana
161,27100-8.txt,berengere
162,27100-8.txt,latourmesnil
163,27100-8.txt,habia
164,27100-8.txt,recibido
165,27100-8.txt,felizmente
166,27100-8.txt,naturaleza
167,27100-8.txt,dones
168,27100-8.txt,podian
169,27100-8.txt,favorecer
170,27100-8.txt,ambicion
171,27100-8.txt,madre
172,27100-8.txt,espiritu
173,27100-8.txt,naturalmente
174,27100-8.txt,predispuesto
175,27100-8.txt,activo
176,27100-8.txt,prestose
177,27100-8.txt,maravillosamente
178,27100-8.txt,infancia
179,27100-8.txt,recibir
180,27100-8.txt,delicado
181,27100-8.txt,cultivo
182,27100-8.txt,maternal
183,27100-8.txt,despues
184,27100-8.txt,maestros
185,27100-8.txt,selectos
186,27100-8.txt,cuidadosamente
187,27100-8.txt,vigilados
188,27100-8.txt,acabaron
189,27100-8.txt,iniciarla
190,27100-8.txt,nociones
191,27100-8.txt,gustos
192,27100-8.txt,conocimientos
193,27100-8.txt,hacen
194,27100-8.txt,ornato
195,27100-8.txt,intelectual
196,27100-8.txt,mujer
197,27100-8.txt,cuanto
198,27100-8.txt,educacion
199,27100-8.txt,moral
200,27100-8.txt,madre
201,27100-8.txt,unico
202,27100-8.txt,maestro
203,27100-8.txt,solo
204,27100-8.txt,contacto
205,27100-8.txt,pureza
206,27100-8.txt,propia
207,27100-8.txt,inspiracion
208,27100-8.txt,hizo
209,27100-8.txt,criatura
210,27100-8.txt,tan
211,27100-8.txt,sana
212,27100-8.txt,misma
213,27100-8.txt,meritos
214,27100-8.txt,acabamos
215,27100-8.txt,indicar
