,Archivo,Palabra
0,53798-8.txt,javier
1,53798-8.txt,viana
2,53798-8.txt,ranchos
3,53798-8.txt,costumbres
4,53798-8.txt,campo
5,53798-8.txt,ilustracion
6,53798-8.txt,bolsa
7,53798-8.txt,libros
8,53798-8.txt,montevideo
9,53798-8.txt,editor
10,53798-8.txt,claudio
11,53798-8.txt,garcia
12,53798-8.txt,sarandi
13,53798-8.txt,obras
14,53798-8.txt,javier
15,53798-8.txt,viana
16,53798-8.txt,gaucha
17,53798-8.txt,novela
18,53798-8.txt,yuyos
19,53798-8.txt,cuentos
20,53798-8.txt,camperos
21,53798-8.txt,macachines
22,53798-8.txt,cuentos
23,53798-8.txt,breves
24,53798-8.txt,cardos
25,53798-8.txt,cuentos
26,53798-8.txt,campo
27,53798-8.txt,abrojos
28,53798-8.txt,escenas
29,53798-8.txt,campo
30,53798-8.txt,recado
31,53798-8.txt,cuentos
32,53798-8.txt,campo
33,53798-8.txt,divisa
34,53798-8.txt,blanca
35,53798-8.txt,ranchos
36,53798-8.txt,costumbres
37,53798-8.txt,campo
38,53798-8.txt,lena
39,53798-8.txt,seca
40,53798-8.txt,edicion
41,53798-8.txt,nuevas
42,53798-8.txt,obras
43,53798-8.txt,editarse
44,53798-8.txt,casa
45,53798-8.txt,campo
46,53798-8.txt,ciudad
47,53798-8.txt,potros
48,53798-8.txt,toros
49,53798-8.txt,aperiases
50,53798-8.txt,paisanas
51,53798-8.txt,guri
52,53798-8.txt,novelas
53,53798-8.txt,edicion
54,53798-8.txt,tardes
55,53798-8.txt,fogon
56,53798-8.txt,campo
57,53798-8.txt,edicion
58,53798-8.txt,biblia
59,53798-8.txt,gaucha
60,53798-8.txt,alma
61,53798-8.txt,padre
62,53798-8.txt,unica
63,53798-8.txt,puerta
64,53798-8.txt,cocinauna
65,53798-8.txt,puerta
66,53798-8.txt,tablas
67,53798-8.txt,bastas
68,53798-8.txt,machimbres
69,53798-8.txt,llena
70,53798-8.txt,hendijas
71,53798-8.txt,anchas
72,53798-8.txt,pulgada
73,53798-8.txt,viento
74,53798-8.txt,rafagas
75,53798-8.txt,violentas
76,53798-8.txt,caprichosas
77,53798-8.txt,colaba
78,53798-8.txt,ratos
79,53798-8.txt,silbaba
80,53798-8.txt,pasar
81,53798-8.txt,labios
82,53798-8.txt,maderamen
83,53798-8.txt,soplando
84,53798-8.txt,furia
85,53798-8.txt,hogar
