,Archivo,Palabra
0,42705-8.txt,propaganda
1,42705-8.txt,antiesclavista
2,42705-8.txt,emancipacion
3,42705-8.txt,esclavos
4,42705-8.txt,estadosunidos
5,42705-8.txt,rafael
6,42705-8.txt,maria
7,42705-8.txt,labra
8,42705-8.txt,ilustracion
9,42705-8.txt,madrid
10,42705-8.txt,sociedad
11,42705-8.txt,abolicionista
12,42705-8.txt,espanola
13,42705-8.txt,valverde
14,42705-8.txt,lector
15,42705-8.txt,tiempo
16,42705-8.txt,hace
17,42705-8.txt,sociedad
18,42705-8.txt,abolicionista
19,42705-8.txt,espanola
20,42705-8.txt,publico
21,42705-8.txt,notable
22,42705-8.txt,discurso
23,42705-8.txt,pronunciado
24,42705-8.txt,querido
25,42705-8.txt,amigo
26,42705-8.txt,d
27,42705-8.txt,gabriel
28,42705-8.txt,rodriguez
29,42705-8.txt,conferencias
30,42705-8.txt,teatro
31,42705-8.txt,lope
32,42705-8.txt,rueda
33,42705-8.txt,abolicion
34,42705-8.txt,estadosunidos
35,42705-8.txt,mas
36,42705-8.txt,tarde
37,42705-8.txt,laborioso
38,42705-8.txt,discretisimo
39,42705-8.txt,escritor
40,42705-8.txt,d
41,42705-8.txt,ladislao
42,42705-8.txt,corral
43,42705-8.txt,honro
44,42705-8.txt,columnas
45,42705-8.txt,abolicionista
46,42705-8.txt,escelente
47,42705-8.txt,extracto
48,42705-8.txt,curiosa
49,42705-8.txt,obra
50,42705-8.txt,mr
51,42705-8.txt,robert
52,42705-8.txt,sommers
53,42705-8.txt,sur
54,42705-8.txt,despues
55,42705-8.txt,guerra
56,42705-8.txt,dos
57,42705-8.txt,trabajos
58,42705-8.txt,podrian
59,42705-8.txt,haberme
60,42705-8.txt,escusado
61,42705-8.txt,poner
62,42705-8.txt,manos
63,42705-8.txt,presente
64,42705-8.txt,imposible
65,42705-8.txt,aventaje
66,42705-8.txt,hoy
67,42705-8.txt,nunca
68,42705-8.txt,dos
69,42705-8.txt,personas
70,42705-8.txt,citadas
71,42705-8.txt,riqueza
72,42705-8.txt,conocimientos
73,42705-8.txt,profundidad
74,42705-8.txt,observacion
75,42705-8.txt,limites
76,42705-8.txt,naturales
77,42705-8.txt,discurso
78,42705-8.txt,exigencias
79,42705-8.txt,periodico
80,42705-8.txt,reducidas
81,42705-8.txt,dimensiones
82,42705-8.txt,abolicionista
83,42705-8.txt,impidieron
84,42705-8.txt,asi
85,42705-8.txt,sr
86,42705-8.txt,rodriguez
87,42705-8.txt,sr
88,42705-8.txt,corral
89,42705-8.txt,tratar
90,42705-8.txt,respectivas
91,42705-8.txt,obras
92,42705-8.txt,cierta
93,42705-8.txt,detencion
94,42705-8.txt,determinados
95,42705-8.txt,puntos
96,42705-8.txt,traer
97,42705-8.txt,debate
98,42705-8.txt,pruebas
99,42705-8.txt,asertos
100,42705-8.txt,parte
101,42705-8.txt,inminencia
102,42705-8.txt,debate
103,42705-8.txt,seno
104,42705-8.txt,cortes
105,42705-8.txt,abolicion
106,42705-8.txt,cuba
107,42705-8.txt,cuyas
108,42705-8.txt,condiciones
109,42705-8.txt,ofrecer
110,42705-8.txt,cierta
111,42705-8.txt,analogia
112,42705-8.txt,abolicion
113,42705-8.txt,gran
114,42705-8.txt,republica
115,42705-8.txt,norteamericana
116,42705-8.txt,excitan
117,42705-8.txt,publicar
118,42705-8.txt,apuntes
119,42705-8.txt,van
120,42705-8.txt,continuacion
121,42705-8.txt,reunirlos
122,42705-8.txt,ordenarlos
123,42705-8.txt,necesitado
124,42705-8.txt,poner
125,42705-8.txt,contribucion
126,42705-8.txt,muchas
127,42705-8.txt,personas
128,42705-8.txt,conocedoras
129,42705-8.txt,practicamente
130,42705-8.txt,situacion
131,42705-8.txt,actual
132,42705-8.txt,estadosunidos
133,42705-8.txt,asi
134,42705-8.txt,acudido
135,42705-8.txt,libros
136,42705-8.txt,conocidos
137,42705-8.txt,menos
138,42705-8.txt,estudiados
139,42705-8.txt,pais
140,42705-8.txt,cosas
141,42705-8.txt,americanas
142,42705-8.txt,aqui
143,42705-8.txt,pueda
144,42705-8.txt,responder
145,42705-8.txt,absolutamente
146,42705-8.txt,exactitud
147,42705-8.txt,datos
148,42705-8.txt,referencias
149,42705-8.txt,folleto
150,42705-8.txt,consigno
151,42705-8.txt,demas
152,42705-8.txt,inutil
153,42705-8.txt,decir
154,42705-8.txt,concedo
155,42705-8.txt,escasa
156,42705-8.txt,importancia
157,42705-8.txt,trabajocomo
158,42705-8.txt,obra
159,42705-8.txt,estudio
160,42705-8.txt,reflexion
161,42705-8.txt,hecho
162,42705-8.txt,prisa
163,42705-8.txt,mas
164,42705-8.txt,pretensiones
165,42705-8.txt,dar
166,42705-8.txt,conocer
167,42705-8.txt,toda
168,42705-8.txt,brevedad
169,42705-8.txt,posible
170,42705-8.txt,realizo
171,42705-8.txt,abolicion
172,42705-8.txt,estadosunidospara
173,42705-8.txt,asombro
174,42705-8.txt,esclavistas
175,42705-8.txt,ensenanza
176,42705-8.txt,republicanos
